WHITE PATCH,153.12006933,153.12908215,-27.02518420,-27.03468066
BELMONT,153.11942708,153.15017427,-27.48000165,-27.52044617
CAMIRA,152.90251628,152.93494040,-27.61225595,-27.65026103
MOGGILL,152.85233733,152.90448830,-27.56469062,-27.60159687
CHAMBERS FLAT,153.03989407,153.11342008,-27.71944524,-27.77156136
GIVELDA,152.13567860,152.16160643,-24.97286234,-25.01210182
BELL,151.37372360,151.49627513,-26.84202595,-26.99209520
ARAMARA,152.27962793,152.40760784,-25.56930311,-25.65497827
DIAMONDY,151.16389742,151.40471077,-26.56292848,-26.73230468
KOONGAL,150.53746406,150.55922664,-23.35696162,-23.37604133
BEACH HOLM,146.63296229,146.66126700,-19.18110443,-19.23363034
ELGIN,146.60568121,146.98883499,-22.03602036,-22.50607840
STEIGLITZ,153.32497472,153.35769615,-27.72158756,-27.75757315
SARINA,149.08758207,149.27125031,-21.33830291,-21.52609248
CALDERVALE,146.46557146,147.16812766,-24.80613642,-25.18442802
FORESTDALE,152.98284330,153.01995709,-27.64976290,-27.67831679
ST GEORGE,147.75979529,149.46836905,-27.61713906,-28.51979885
BUARABA,152.19173324,152.39980830,-27.33752959,-27.42208640
BYMOUNT,148.52659709,148.72805470,-26.02777538,-26.15053430
MOONIE,150.11028182,150.59142248,-27.47736385,-27.98400114
KALBAR,152.57497220,152.65153665,-27.91419153,-27.96411795
HUDSON,145.99540555,146.00543514,-17.51578175,-17.53321891
WESTBROOK,151.77389526,151.88932130,-27.57298190,-27.63317779
LACEYS CREEK,152.70952796,152.79621718,-27.17354768,-27.26784785
UPPER DAWSON,148.49863431,148.75969557,-25.27033634,-25.52031980
MORWINCHA,152.56480982,152.59759048,-27.96208773,-27.97746959
PEACHESTER,152.81697746,152.91686895,-26.79290529,-26.88832986
JUNCTION VIEW,152.14287042,152.22037089,-27.78945345,-27.82875260
HENDON,151.93912499,151.98963296,-28.06647433,-28.08353125
ROMA,148.74768495,148.85683407,-26.52828942,-26.60117055
SCARNESS,152.84642687,152.86117104,-25.28203128,-25.29580389
HOLMVIEW,153.15874300,153.18210843,-27.70026966,-27.72580639
BARAKULA,150.48943898,150.72171804,-26.32604308,-26.52262867
WELLCAMP,151.77314517,151.87357214,-27.52607049,-27.57608355
BOYNESIDE,151.41878039,151.58157118,-26.66938788,-26.76686271
MOONFORD,150.94559851,151.10100096,-24.62847811,-24.86869536
LAIDLEY,152.38216787,152.43911211,-27.61940349,-27.65805479
HOMEBUSH,148.99539670,149.09939912,-21.22952909,-21.31663716
KUMBIA,151.59545589,151.69799743,-26.64209732,-26.73247188
LONGREACH,144.00919411,144.42082977,-23.20396329,-23.72811910
GLEN ALLYN,145.62282055,145.70471019,-17.33774775,-17.41100980
GWAMBEGWINE,149.46195736,149.77589715,-25.31323885,-25.43925679
COOLABINE,152.74726066,152.79929797,-26.58715767,-26.61735493
KURABY,153.07951131,153.10539604,-27.59227838,-27.61778229
ARMSTRONG CREEK,152.75264981,152.84038722,-27.19022381,-27.24218650
HELIDON SPA,152.05946451,152.12150426,-27.52784889,-27.56272817
NAHRUNDA,152.61082237,152.62763520,-26.20286944,-26.20997573
THINOOMBA,152.41518065,152.51684234,-25.55780342,-25.63135651
ALLOWAY,152.31294873,152.41990942,-24.91485120,-24.98832984
HAY POINT,149.24541026,149.29418325,-21.27187210,-21.32471105
RUSSELL ISLAND,153.36565414,153.41562959,-27.63975286,-27.70804328
MUNDERRA,144.85792650,144.92400219,-17.59241267,-17.59920642
INVERLAW,151.71402232,151.80056173,-26.53566193,-26.63948715
SARABAH,153.10301287,153.13520958,-28.08281716,-28.15519781
SMITHFIELD,145.67419217,145.70870975,-16.79723468,-16.85036115
PITTSWORTH,151.59898653,151.67502490,-27.69307952,-27.79149015
SUSAN RIVER,152.74193570,152.81469778,-25.37121235,-25.43699773
WOMALILLA,147.64090775,148.02855498,-26.34060015,-26.73518161
CRYSTAL CREEK,146.17817608,146.36151230,-18.94714430,-19.01607257
LOGANLEA,153.11950788,153.14596168,-27.66104674,-27.68727760
MARYVALE,150.58084223,152.32973392,-22.95759775,-28.12328015
KLEINTON,151.93281367,151.97263789,-27.39330448,-27.43829899
ARGYLL,147.31302450,147.76443140,-23.18254847,-23.43361975
REDBANK CREEK,152.22325499,152.38246038,-27.24793052,-27.33371203
YALBOROO,148.59014087,148.74540266,-20.78057825,-20.91140456
NANUM,141.85662038,141.86520736,-12.63850474,-12.64591882
MUNGUNGO,151.08988725,151.20466164,-24.71211164,-24.79379428
BOKARINA,153.12417389,153.13358738,-26.73085287,-26.74577162
WOOLMAR,152.44258843,152.56371745,-26.89128943,-26.98008911
MOUNT BARNEY,152.70742346,152.75583816,-28.23054802,-28.31846543
MULAMBIN,150.78207022,150.79200583,-23.18244423,-23.19654901
EDGE HILL,145.73401202,145.75406228,-16.89326240,-16.90796649
DUNDOWRAN,152.74768273,152.80427954,-25.28225539,-25.30806295
BELLEVUE,144.16442093,144.25343379,-16.55671264,-16.60196869
MILLSTREAM,145.28664722,145.47826592,-17.53655829,-17.71161162
PINKENBA,153.09556216,153.15935301,-27.36968456,-27.44043954
FAIRYMEAD,152.33338451,152.38599740,-24.73426251,-24.80812634
WILLOW VALE,153.23658255,153.28917868,-27.81742002,-27.87311630
WINFIELD,151.97166568,152.04263458,-24.51779918,-24.58732714
HODGLEIGH,151.88401856,151.96358354,-26.57062951,-26.64254895
PINE MOUNTAIN,152.67972106,152.75942277,-27.49503927,-27.57913743
WOODLEIGH,151.67013992,151.68329252,-27.08602775,-27.09006319
YATALA,153.18807613,153.24343080,-27.72737200,-27.77486251
BOYNE VALLEY,151.05014953,151.45486995,-24.29007221,-24.66292813
ALICE CREEK,151.54172203,151.72037576,-26.72860377,-26.79519833
BALLARD,151.95704259,152.00129391,-27.47071637,-27.52774227
BURPENGARY EAST,152.97813001,153.03026263,-27.11546560,-27.17159220
THE DIMONDS,152.84241475,152.86422458,-25.50423526,-25.56299613
ELGIN VALE,152.14992176,152.25099963,-26.37198643,-26.45945100
PONY HILLS,148.79694840,149.07343255,-25.81426641,-25.93560980
HELENSVALE,153.31508297,153.36758966,-27.87708849,-27.93994845
SPRING HILL,153.01574707,153.03045217,-27.45124691,-27.46616533
CHINCHILLA,150.58142844,150.67429294,-26.69661131,-26.80269404
WALTER HILL,145.78532752,145.88005355,-17.88688696,-17.92102933
RAGLAN,150.62418785,150.92207355,-23.68718857,-23.95951908
COOMINYA,152.38720638,152.56190380,-27.33059889,-27.42340110
ALLAN,151.93619472,151.96309517,-28.17894439,-28.21127315
GREEN ISLAND,145.97027533,145.97357093,-16.75805202,-16.75911186
KALINGA,153.04000422,153.05632794,-27.40503287,-27.41432320
WOOLGAR,143.15208089,143.69242994,-19.82595868,-20.45156456
SOUTHPORT,153.37782365,153.42047983,-27.95437183,-27.99705886
BEERON,151.17421709,151.31829434,-25.76314089,-26.05428749
WARRILL VIEW,152.57095119,152.64242951,-27.79882244,-27.85825490
SOUTH INNISFAIL,146.02856077,146.05764414,-17.53925226,-17.55408026
GLENROCK,151.73748424,151.81645527,-26.06198771,-26.12076429
BUARABA SOUTH,152.19970489,152.27519966,-27.39029794,-27.45450411
RUNNING CREEK,152.83369545,152.98259032,-28.20752873,-28.33252539
CLAGIRABA,153.21911427,153.28591742,-27.95668915,-28.02166267
ZILLMERE,153.02690464,153.05223373,-27.35032277,-27.36734703
REDLYNCH,145.67986298,145.70911217,-16.88096479,-16.96309827
JIMBOUR WEST,150.99861782,151.18853111,-26.79985191,-26.95054422
BOONOOROO,152.87494332,152.90390127,-25.62404796,-25.67497952
WALKERVALE,152.34946878,152.36926117,-24.87652075,-24.88841483
OORALEA,149.13518903,149.15378378,-21.16476578,-21.19533024
MOOROOKA,153.01225947,153.03757664,-27.52293515,-27.54635639
THE GUMS,150.12379392,150.32770182,-27.00846500,-27.61843647
CEDARTON,152.79279089,152.82798410,-26.84000130,-26.88069915
CAWDOR,151.88804132,151.92670354,-27.44250127,-27.48076842
FOREST GLEN,152.99941525,153.02842232,-26.65859556,-26.69627807
GIGOOMGAN,152.18059676,152.30187619,-25.66241272,-25.84348380
MAADI,145.98479146,146.00111043,-17.81343608,-17.84845646
STOCKLEIGH,153.02453637,153.09060405,-27.75171018,-27.79259846
NELLY BAY,146.84139753,146.85832071,-19.14195522,-19.17145595
MARSHLANDS,151.73211965,151.77127571,-26.12828542,-26.17958116
WONGA BEACH,145.39622170,145.42629456,-16.31404201,-16.36348471
DARTS CREEK,150.92250212,150.98827441,-23.69753080,-23.77351610
SUNRISE BEACH,153.09833476,153.11047985,-26.40687372,-26.42460275
MONTO,151.07537153,151.15149968,-24.80086268,-24.88211631
PALM COVE,145.65556029,145.67216985,-16.73546664,-16.75986875
STRATHFIELD,148.43352221,148.70104548,-21.64974492,-21.86505942
BUDERIM,153.02253275,153.09993993,-26.66123024,-26.71319623
HERBERTON,145.35776938,145.40472861,-17.37227939,-17.41444206
CAMPWIN BEACH,149.30358938,149.31708205,-21.37075063,-21.38388043
EUREKA,152.10101371,152.20949029,-25.22084222,-25.33667724
MOUNT GLORIOUS,152.74824046,152.78593240,-27.31330669,-27.35022087
COBBS HILL,151.88382193,151.93596020,-26.02375054,-26.09217920
WARROO,151.31762704,151.54196943,-28.50667024,-28.74211229
GRANT,145.51362526,145.84926371,-23.40130966,-23.73795668
RANGEMORE,147.36902762,151.70022245,-19.89565479,-27.01263167
HIGHGROVE,151.74651061,151.80670229,-27.07544985,-27.15227013
BLACK SNAKE,152.21541765,152.31564476,-26.11068662,-26.23164704
LAGLAN,146.17096144,146.57048449,-22.06739394,-22.45346530
CLIFTON,151.84131929,151.98692017,-27.91376440,-27.96221887
DALVEEN,151.83930567,152.06476729,-28.37996010,-28.52566820
MINERVA,147.76258418,148.14071970,-23.83499537,-24.13532016
CORFIELD,142.60576358,144.26104800,-21.59548879,-22.61116613
MIDDLE PARK,152.91358842,152.92912099,-27.55030961,-27.56223468
RANGEVILLE,151.96568076,152.00612215,-27.57085940,-27.59783486
BATTERY HILL,153.12347800,153.13468163,-26.77333944,-26.78502860
SVENSSON HEIGHTS,152.32364101,152.34427337,-24.87764385,-24.90102463
GLENBAR,152.29864449,152.42005567,-25.70010335,-25.83869242
WOODRIDGE,153.09397233,153.11866064,-27.61770076,-27.63969811
MORABY,149.62624986,149.86980495,-26.79831182,-27.00196725
COOLOOLABIN,152.86349400,152.93404990,-26.51209141,-26.56967377
STRATHPINE,152.96404855,153.01222790,-27.28647111,-27.31933855
CORAL COVE,152.46894738,152.48879082,-24.87392273,-24.89065956
MOUNT ALMA,150.71783005,151.01377494,-23.97742910,-24.22396948
LANDERS SHOOT,152.90679561,152.94713695,-26.70437168,-26.72417497
VETERAN,152.67574479,152.73525320,-26.09674378,-26.17405978
CONDON,146.70285425,146.72883388,-19.31942589,-19.34054489
HOWARD,152.50840048,152.58941025,-25.29799756,-25.39105311
SILKWOOD,145.98895773,146.05374741,-17.72882508,-17.76440670
TELINA,151.24585772,151.25996739,-23.88219845,-23.89663865
MORINISH,149.92632670,150.23243008,-23.05959698,-23.31875565
TENNYSON,152.99231736,153.00987300,-27.52374914,-27.53118438
DECEPTION BAY,152.98756985,153.04330505,-27.16104033,-27.20864800
CANOONA,150.00469261,150.35246301,-22.89382800,-23.11875398
THE CAVES,150.41559475,150.51237325,-23.15007026,-23.19984183
WUJAL WUJAL,145.31623800,145.33794482,-15.94278700,-15.95263800
SOUTH MACKAY,149.16203749,149.19530234,-21.15061732,-21.17735392
GULLIVER,146.76643332,146.78529351,-19.27983582,-19.29128518
LYNDHURST,144.26492251,144.34043281,-19.29115377,-19.51402952
VINCENT,146.75994126,146.76938938,-19.27535083,-19.29224044
DURHAM DOWNS,148.94581785,149.17902599,-25.97095911,-26.25688859
MOSSMAN GORGE,145.33734767,145.36825771,-16.45743438,-16.47993211
MUTCHILBA,145.15160049,145.39779375,-17.08390406,-17.25190665
ROSSLYN,150.77643002,150.79207858,-23.15974273,-23.18120331
GLENORE GROVE,152.37688892,152.43390122,-27.49172348,-27.56335396
KILBIRNIE,151.79552990,151.85546246,-27.20272802,-27.26377518
KOORALBYN,152.75400443,152.88648090,-28.03674558,-28.10710480
BOOLBURRA,149.76319280,149.93954533,-23.61848411,-23.78079209
BENARABY,151.25765789,151.38458683,-23.99804604,-24.06819246
MANNUEM,151.54982036,151.63629549,-26.54829124,-26.71769095
MUNDINGBURRA,146.77709258,146.79659677,-19.28890162,-19.30351832
BEECHER,151.16928918,151.22011069,-23.88845096,-23.92512017
CASSOWARY,145.39126810,145.42756120,-16.48460026,-16.53509074
LAMMERMOOR,150.75872017,150.77734817,-23.14527774,-23.18015123
LARAPINTA,153.00200687,153.01761366,-27.62869161,-27.65684843
KOWANYAMA,141.74131707,141.81010270,-15.32200342,-15.48541682
MORNINGTON,139.49108694,139.50125207,-20.72887544,-20.73985285
NINE MILE CREEK,150.39926055,150.53246786,-23.69419428,-23.73502393
BELYANDO,146.13637342,147.00218114,-21.61110699,-22.16431794
MOSSMAN,145.36137088,145.38594627,-16.42818227,-16.48626925
FOREST SPRINGS,152.00326919,152.12682510,-27.95292052,-28.02812614
BELLBIRD PARK,152.87081178,152.90644346,-27.62361364,-27.65360673
TIPTON,151.23192029,151.28849754,-27.41320156,-27.52106248
LAIDLEY HEIGHTS,152.34130409,152.38526529,-27.61006257,-27.64912064
PELICAN CREEK,145.04619816,145.67456147,-22.72953021,-22.99167214
DRAYTON,151.88446309,151.92672990,-27.58312991,-27.61738262
UPPER PILTON,152.08068313,152.23739752,-27.87622507,-27.95489057
ALVA,147.37587504,147.50088257,-19.44436607,-19.51980858
COW BAY,145.40077479,145.46857152,-16.21483403,-16.23962090
KAGARU,152.89899739,152.94288644,-27.83257865,-27.88321920
OTTABA,152.36296780,152.40979446,-27.13166004,-27.16404900
KINGSHOLME,153.21077688,153.26023505,-27.80030169,-27.85504971
BALMORAL,153.06159626,153.07416590,-27.45008300,-27.46351678
BORONIA HEIGHTS,153.00550964,153.03250903,-27.67923950,-27.69817027
MOUNT CARBINE,145.06809573,145.21809764,-16.43530456,-16.58447100
AMAMOOR CREEK,152.40760011,152.64568275,-26.32426136,-26.42009567
CALLIOPE,151.11488380,151.28166272,-23.96331861,-24.12567664
CORDELIA,146.22213760,146.28117745,-18.58954082,-18.62817409
COWLEY,146.03417187,146.07147216,-17.65020942,-17.71461489
IRONPOT,150.57623696,151.53687794,-23.22999900,-26.69100540
BROOWEENA,152.22656853,152.29007845,-25.53867913,-25.65404804
MOLENDINAR,153.34233461,153.38008568,-27.96217734,-27.98717146
THE GEMFIELDS,147.54525192,148.09483228,-23.40047668,-23.69812351
PALMTREE,152.08917464,152.18939272,-27.38539241,-27.44274886
EAST IPSWICH,152.76877499,152.78369042,-27.59957033,-27.61475114
MOUNT MOFFATT,147.36085785,148.05888227,-25.05704705,-25.32609245
CROYDON,142.07106482,142.47769911,-18.07365061,-18.33588624
NORTH BOOVAL,152.78235105,152.80227477,-27.58956809,-27.60939041
SEVENTEEN MILE,152.13182341,152.20327927,-27.41479466,-27.49183533
TAYLORS BEACH,146.31651296,146.33192771,-18.61036456,-18.65324035
TARAMPA,152.52938342,152.58415064,-27.47894873,-27.51127641
HUTTON CREEK,148.28391732,148.53523593,-25.53636917,-25.79775422
EIGHT MILE CREEK,147.28487811,147.28487811,-20.35274533,-20.35274533
EPSOM,148.74902244,148.89914348,-21.41193393,-21.57785831
BOOIE,151.86456919,152.00228806,-26.46148884,-26.62769936
YURUGA,146.11627127,146.22352418,-18.81967801,-18.86257451
PACKERS CAMP,145.78947245,145.81866965,-16.99916709,-17.05153247
CURTIS ISLAND,150.97808331,151.31323212,-23.45406465,-23.79051692
RAVENSWORTH,143.81456381,143.81456381,-17.33132813,-17.33132813
ALLANDALE,152.71538679,152.79343735,-27.97371070,-28.03363189
CALINGUNEE,150.14853469,150.45432309,-27.94740674,-28.05541460
LAIDLEY CREEK WEST,152.33706234,152.37255047,-27.64927715,-27.69234728
WALMUL,150.36719394,150.38149474,-23.70657389,-23.73009221
GLENVIEW,152.98754549,153.04571686,-26.74483038,-26.79554800
KOAH,145.48587728,145.60091089,-16.81251749,-16.92933916
MUNGY,151.34610821,151.53286400,-25.18217862,-25.34062459
GARNANT,150.21824241,150.31145090,-23.12551132,-23.22465235
NINDERRY,152.95556126,152.99434779,-26.52832304,-26.55379221
SOUTH TALWOOD,149.10892920,149.57717730,-28.45657309,-28.75546990
NOORINDOO,148.98359905,149.44369473,-26.94425642,-27.23205504
COLEVALE,147.30316937,147.37071987,-19.44827417,-19.50764365
KOKOTUNGO,149.81820318,150.11321799,-23.96712563,-24.27660257
VASA VIEWS,145.95548776,145.98030375,-17.45812032,-17.47963350
HIGHLAND PARK,153.31558114,153.34860158,-28.00698228,-28.02252394
WUNJUNGA,147.52169713,147.60273632,-19.72990511,-19.80559960
SILVERLEAF,151.77293313,151.82352030,-26.13846409,-26.22510168
SHOAL POINT,149.14137632,149.15667120,-21.00144836,-21.02128328
PIONEER,139.50251328,139.51381356,-20.71449522,-20.72649828
OAKWOOD,152.28193325,152.31085172,-24.82880408,-24.86795003
UPPER COOYAR CREEK,151.70539322,151.76699829,-26.95520365,-27.00883102
VALLEY OF LAGOONS,145.06327374,145.79888591,-18.45721932,-19.02165581
RANGES BRIDGE,151.00643203,151.16714518,-27.09416641,-27.19957349
SEVENTEEN MILE ROCKS,152.94699860,152.96490304,-27.53803805,-27.55801297
MULARA,150.56285626,150.65973422,-23.16916514,-23.23523357
NYCHUM,144.44424652,144.54101165,-16.79299580,-16.81507611
RIVER RANCH,151.14382222,151.17284619,-23.95502730,-23.99490150
MUCKADILLA,148.28953086,148.47122640,-26.55388672,-26.72813348
GOLDEN BEACH,153.10949092,153.12422940,-26.80556923,-26.84095854
SILVERDALE,152.56296115,152.62854975,-27.85801623,-27.91963106
YARRABAH,145.86172600,145.89407507,-16.90277100,-17.00032255
WITHEREN,153.13165356,153.23011424,-27.99114113,-28.08418521
MONS,153.01429271,153.03598355,-26.67955112,-26.70402382
MOUNT SHERIDAN,145.72578173,145.74311963,-16.97280261,-17.00338805
NOORAMA,145.85181519,146.57155946,-28.47070400,-28.94884933
WEBB,146.03928834,146.05793491,-17.52638841,-17.53604765
BELVEDERE,145.97983514,145.99486541,-17.51553478,-17.53098684
ALBERTON,153.23450336,153.29771467,-27.69403423,-27.72177364
STANWELL,150.22609039,150.34760824,-23.41557107,-23.64500196
FRENCHVILLE,150.52624905,150.57277984,-23.33061140,-23.35821389
RIVER HEADS,152.88711880,152.92400575,-25.38156851,-25.42984522
CHEWKO,145.34675977,145.39786840,-17.02131327,-17.10838317
KINGAHAM,152.31166541,152.43585057,-26.47173765,-26.62791821
ROCKLEA,152.98751607,153.02364279,-27.53384271,-27.56946474
CANAL CREEK,150.23758652,150.57428563,-22.85187023,-23.00924878
GUMLOW,146.66325579,146.71274137,-19.32477175,-19.38910608
AIRVILLE,147.30173213,147.38224439,-19.59533626,-19.67513257
GINOONDAN,151.68924353,151.85692441,-25.56425034,-25.63053690
NOCKATUNGA,142.38370059,142.59176875,-27.81485142,-28.05518375
HELIDON,152.09375443,152.16246811,-27.48498221,-27.57306780
DAJARRA,139.48388319,139.59192055,-21.69268239,-21.81702244
CAPTAIN CREEK,151.70197649,151.81316211,-24.21660237,-24.34766163
UPLAND,145.44738358,145.76033279,-22.41781044,-22.75408828
WIVENHOE POCKET,152.59133822,152.64665814,-27.40686737,-27.46776447
LOWER COWLEY,146.05635070,146.09616494,-17.67769017,-17.71432586
BURTON,147.98612159,148.24439405,-21.52231541,-21.77750815
BLAIRMORE,151.84270860,151.96315695,-25.77054732,-25.84906415
KOORALGIN,151.89087677,151.97798409,-26.88976491,-26.96945371
UPPER MOUNT GRAVATT,153.06750257,153.09285276,-27.54315822,-27.56823064
ARATULA,152.50821315,152.56459332,-27.96037809,-28.00128286
TALLEBUDGERA,153.39704101,153.44490216,-28.11450420,-28.18738875
BRIGALOW,150.74689570,150.88362142,-26.77487992,-26.99052026
BOONAH,152.65294185,152.71478353,-27.97767701,-28.00445864
FRAZERVIEW,152.46956369,152.57765205,-27.91341662,-27.96409659
BAHRS SCRUB,153.15405600,153.19320589,-27.72196566,-27.75245897
PLEYSTOWE,148.99635040,149.04799138,-21.13978320,-21.17086743
LIMESTONE CREEK,150.53614198,150.58726572,-23.25773764,-23.30327682
MIDGENOO,145.94178362,145.97896339,-17.88704561,-17.90323985
ISISFORD,143.65502095,144.78023964,-24.04790982,-25.12653580
COORPAROO,153.04783466,153.07541552,-27.48124440,-27.51478732
MEADOWVALE,152.19432919,152.30185977,-24.78345183,-24.85829262
ROSENEATH,146.81986377,146.84433422,-19.34872274,-19.37838760
WINDERA,151.73574698,151.87780356,-25.95304707,-26.08102284
RIVERTON,151.42113190,151.49575438,-29.01674991,-29.12192171
CROWS NEST,152.00840759,152.12742211,-27.20151925,-27.29814798
MOORES POCKET,152.77526757,152.78727049,-27.59416898,-27.60243183
PRATTEN,151.66737191,151.82104237,-28.04590567,-28.14386772
BLYTHDALE,148.93209898,149.05082702,-26.45075864,-26.58655044
MUNBILLA,152.63849171,152.66899770,-27.86295682,-27.90243155
PALMERSTON,145.61478020,145.61478020,-17.59698185,-17.59698185
YULEBA,149.32277951,149.45609932,-26.57444015,-26.64739283
TOORBUL,153.02575227,153.10950947,-27.02630737,-27.05541323
TAMAREE,152.64070190,152.67824083,-26.12087394,-26.15000430
BRAY PARK,152.95095523,152.98524851,-27.28325897,-27.30412437
GINDIE,147.85255655,148.41840339,-23.62729596,-23.92695373
EAST NANANGO,152.01409072,152.10580250,-26.64078891,-26.73319677
EMU PARK,150.76815572,150.82876772,-23.22517854,-23.27418219
CAPELLA,148.00839978,148.04002436,-23.06773374,-23.10386797
TORRINGTON,151.87160213,151.90462012,-27.52996581,-27.55682568
WOODWARK,148.63535214,148.67836571,-20.21093512,-20.28958166
NEW MAPOON,142.38020300,142.42372532,-10.78890957,-10.86981000
GOODGER,151.78348485,151.88075807,-26.61126175,-26.71044620
EAST BARRON,145.51305489,145.57797499,-17.24191405,-17.35766758
LAKELAND,144.58835394,145.07839620,-15.49500043,-16.20297638
LAKE MANCHESTER,152.71171700,152.76155420,-27.44781377,-27.49202647
WOLFANG,147.63357908,147.97863560,-22.54022288,-22.76525037
GOOD NIGHT,151.82313451,152.00914677,-25.14924242,-25.35090261
STANMORE,152.75386056,152.83552670,-26.82972370,-26.92637613
HAIL CREEK,148.27915560,148.54092531,-21.32056826,-21.62692185
WHITE MOUNTAIN,152.08105171,152.13716525,-27.40542602,-27.48748498
BLACKALL,144.68905348,146.38774744,-23.83544571,-25.40060079
HIGHWORTH,152.92263664,152.93990956,-26.61425229,-26.62044999
BOOMPA,152.00575816,152.23619309,-25.52426539,-25.77510222
HARLIN,152.22729342,152.46944903,-26.84011980,-27.06072978
KAIRI,145.51288716,145.57476009,-17.17834747,-17.25198033
BAMAGA,142.38381500,142.43333379,-10.83033412,-10.90127763
VIRGINIA,153.05355234,153.07249711,-27.36513821,-27.38888170
FISHERMANS POCKET,152.56389470,152.62542583,-26.15661428,-26.18206377
SEPTIMUS,148.69639561,148.82138875,-21.18120027,-21.32499807
CHANCES PLAIN,150.66123796,150.82613077,-26.68761068,-26.77954586
WESTGROVE,148.40083734,148.49403635,-25.26368087,-25.57806656
MOUNT BINDANGO,148.36558057,148.59544092,-26.42614818,-26.58304311
MURRUMBA,152.44686275,152.47929882,-27.19581540,-27.21306528
BRINGALILY,151.07336754,151.20401770,-28.00095695,-28.14208716
GLENFERN,152.57953356,152.62194400,-26.93344021,-26.98245432
GRASSDALE,151.15521943,151.18656392,-27.41193777,-27.41881591
SELWYN,139.95711800,140.87177841,-21.34124909,-22.20055134
EINASLEIGH,144.01657503,144.31656976,-18.38391913,-18.89105973
WYAGA,150.46392111,150.80388584,-28.00495440,-28.29260467
BOORAL,152.86419830,152.91653723,-25.32503525,-25.38017055
JOSEPHVILLE,152.84351375,152.97201543,-28.00197125,-28.06077615
WUTUL,151.75651313,151.83115698,-27.00509500,-27.05324619
WARNER,152.93544090,152.96400192,-27.28959999,-27.33647442
KEPPEL SANDS,150.76344197,150.79738136,-23.32231360,-23.35166713
PORT DOUGLAS,145.44394828,145.47468640,-16.47874095,-16.52953260
BLENHEIM,152.28342953,152.34763472,-27.62893979,-27.68901792
BALMORAL RIDGE,152.88043641,152.90298846,-26.71742091,-26.77094085
CALAMVALE,153.03272227,153.06169651,-27.60493198,-27.63902871
SEVENTEEN SEVENTY,151.88172271,151.89116620,-24.15541370,-24.19398314
SOUTH TOOWOOMBA,151.93951060,151.96860510,-27.56785501,-27.58520713
COORANGA,151.13220278,151.50555058,-26.73282441,-26.86975691
PINNACLE,148.62807734,148.73534791,-21.13150042,-21.22162808
ATHOL,151.73820932,151.80404446,-27.58908145,-27.63767645
DINGO,149.02561446,149.40709582,-23.37921440,-23.84940732
MER ISLAND,144.05136240,144.05136240,-9.91664937,-9.91664937
DOLPHIN HEADS,149.17926875,149.18827433,-21.03402221,-21.04647405
LANGLO,145.45260964,145.99147845,-26.12987338,-26.42044797
TWO MILE,152.62510438,152.64733269,-26.16063844,-26.18035322
LAKE CLARENDON,152.31650554,152.39466054,-27.49224920,-27.54283248
